AUSTRALIA - AUSTRALIAN DOLLAR/US$,EURO AREA - EURO/US$,NEW ZEALA - NEW ZELA DOLLAR/US$,UNITED KINGDOM - UNITED KINGDOM POU/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - YUAN/US$,HONG KONG - HONG KONG DOLLAR/US$,IIA - IIAN RUPEE/US$,KOREA - WON/US$,MEXICO - MEXICAN PESO/US$,SOUTH AFRICA - RA/US$,SINGAPORE - SINGAPORE DOLLAR/US$,DENMARK - DANISH KRONE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,NORWAY - NORWEGIAN KRONE/US$,SWEDEN - KRONA/US$,SRI LANKA - SRI LANKAN RUPEE/US$,SWITZERLA - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILA - BAHT/US$
1.3858,0.7327,1.5718,0.5684,2.231,1.155,6.8171,7.7736,47.78,1328.4,12.115,8.86,1.4622,5.4675,12.3,3.49,6.1447,7.776,18,1.1399,32.37,34.51
1.4948,0.731,1.662,0.5777,2.46,1.1246,6.8171,7.7695,48,1415.25,13.139,9.2275,1.466,5.4478,99.73,3.498,6.1485,7.87,17.95,1.1272,32.45,34.32
1.4255,0.7328,1.625,0.586,2.2,1.1483,6.822,7.762,48,1381.4,12.3788,9.25,1.4727,5.4622,1.67,3.4955,6.1489,7.828,17.97,1.1311,32.44,34.26
1.5312,0.7423,1.6779,0.587,2.2972,1.19,6.8357,7.759,48.41,136.4,12.986,9.43,1.483,5.5298,99.44,3.5135,6.2937,7.1693,17.97,1.1221,32.44,34.34
1.4176,0.7322,1.68,0.572,2.855,1.1599,6.8339,7.7599,47.93,127.25,12.4251,8.985,1.462,5.455,12.17,3.497,6.2477,7.1399,18.2,1.1347,32.4,34
1.4635,0.7371,1.6171,0.5737,2.165,1.184,6.835,7.7573,48.53,1237.5,12.724,9.495,1.473,5.4919,11.47,3.5139,6.3717,7.341,17.95,1.1346,32.38,34.8
1.498,0.7454,1.6388,0.5799,2.1925,1.1953,6.8332,7.7571,48.88,1369.5,13.11,1.278,1.4815,5.5542,1.46,3.52,6.5835,7.4486,18,1.1332,32.55,34.21
1.4478,0.7428,1.6252,0.5778,2.12,1.182,6.8332,7.7554,48.88,1333.3,12.833,1.775,1.4792,5.5375,11.4,3.528,6.5144,7.398,17.98,1.1339,32.57,34.23
1.4349,0.7511,1.6142,0.5836,2.16,1.1977,6.8299,7.7549,48.96,1315,12.781,1.165,1.4777,5.5985,11.74,3.522,6.621,7.481,18.5,1.1511,32.58,34.29
1.4678,0.7632,1.6335,0.5939,2.213,1.228,6.8337,7.7529,49.1,132.1,13.185,1.6675,1.4835,5.6875,1.43,3.527,6.8251,7.6665,17.98,1.1581,32.8,34.33
1.493,0.7791,1.6844,0.6183,2.376,1.2496,6.8341,7.7523,49.25,1418.5,13.5938,11.27,1.4995,5.88,98.63,3.544,7.68,7.8291,17.97,1.1656,32.98,34.54
1.522,0.7765,1.6972,0.618,2.277,1.2573,6.8354,7.7544,49.82,148.7,13.61,11.2,1.553,5.798,97.6,3.569,6.9755,7.7268,17.98,1.1625,33.43,34.6
1.6221,0.7912,1.854,0.6398,2.3881,1.2735,6.8432,7.751,49.96,143.8,13.5885,11.175,1.577,5.8982,92.64,3.5935,6.8532,7.8615,17.975,1.1526,33.425,34.6
1.6466,0.835,1.8484,0.6463,2.255,1.2935,6.8521,7.7515,49.8,1441.7,13.2743,1.9625,1.5111,5.9847,93.28,3.5862,7.261,8.85,17.9,1.1581,33.5,34.79
1.5995,0.815,1.89,0.6414,2.1862,1.2942,6.8385,7.752,49.57,1467.7,13.3625,1.65,1.526,5.9715,95.68,3.581,6.99,8.44,18,1.1612,33.45,34.87
1.4963,0.7781,1.779,0.6136,2.126,1.232,6.839,7.7514,49.71,1426.9,12.9232,1,1.4988,5.7972,97.48,3.5785,6.777,7.6814,18,1.1371,33.2,34.85
1.4937,0.7782,1.715,0.6146,2.131,1.2229,6.848,7.7511,49.68,125.18,12.865,1.88,1.4732,5.7944,97.47,3.5295,6.6932,7.744,19.95,1.145,32.75,34.8
1.5211,0.7885,1.7197,0.6186,2.123,1.2158,6.8388,7.753,49.4,1277.5,12.75,9.87,1.4841,5.8683,98.28,3.547,6.789,7.7816,11,1.1669,32.97,35.5
1.4656,0.7862,1.6736,0.637,2.1736,1.1866,6.8373,7.7497,48.61,1262,12.7977,9.925,1.4792,5.852,98.95,3.519,6.6857,7.74,19.95,1.1681,32.86,34.92
1.4276,0.768,1.6327,0.6213,2.995,1.152,6.836,7.7499,47.25,1287.9,12.475,9.635,1.472,5.7144,1.48,3.5327,6.593,7.5957,11,1.1627,32.86,34.9
1.4343,0.7669,1.6461,0.619,2.121,1.159,6.8285,7.7497,47.28,1266.3,12.636,9.6784,1.4753,5.774,98.95,3.525,6.6858,7.6839,11,1.166,32.82,34.98
1.4728,0.7839,1.6767,0.6324,2.1865,1.1816,6.8245,7.7499,47.64,133.8,12.96,9.955,1.4997,5.8352,98.4,3.5395,6.8572,7.8598,19.9,1.1745,32.8,34.98
1.4868,0.7827,1.6955,0.6334,2.1523,1.183,6.8255,7.7497,47.54,131,12.8525,1.15,1.4965,5.8257,98.15,3.542,6.851,7.8538,11.5,1.1761,32.81,34.92
1.484,0.7837,1.733,0.6394,2.17,1.1948,6.8267,7.7498,47.3,1326.18,12.815,1.68,1.4915,5.8345,97.96,3.546,6.7969,7.8183,11,1.1784,32.77,34.83
1.556,0.7963,1.773,0.6661,2.2785,1.2296,6.8293,7.754,49.2,1354.5,13.95,1.382,1.575,5.9295,95.54,3.59,7.577,8.426,19.85,1.179,32.95,34.91
1.562,0.7983,1.7979,0.6757,2.3325,1.2311,6.8291,7.754,49,1392.5,13.29,1.48,1.519,5.9461,95.95,3.597,7.456,8.239,11,1.1995,33.18,34.98
1.59,0.7855,1.7781,0.6729,2.2756,1.2241,6.8236,7.7498,48.78,1399.3,13.28,1,1.525,5.8493,96.66,3.5955,6.8736,7.8552,19.97,1.187,33.5,34.92
1.5239,0.7858,1.7854,0.6653,2.335,1.2213,6.8264,7.7499,49.19,141,13.8,1.125,1.5212,5.8523,97.3,3.5974,6.9724,7.9335,11,1.1954,33.16,34.93
1.529,0.788,1.818,0.6648,2.2985,1.2237,6.8239,7.75,49.51,1447.4,13.145,1.17,1.527,5.87,97.38,3.61,6.9966,7.9931,11,1.1976,33.23,35
1.5382,0.794,1.8162,0.6625,2.3894,1.237,6.8295,7.7498,49.84,1445.9,13.1513,1.36,1.5279,5.9163,96.75,3.68,7.89,8.1123,19.95,1.213,33.26,34.95
1.6152,0.7984,1.8825,0.6762,2.395,1.285,6.834,7.7497,5.12,1496,13.561,1.64,1.536,5.9482,94.98,3.621,7.1412,8.2498,19.9,1.2197,33.42,35.12
1.599,0.798,1.8822,0.6749,2.456,1.2849,6.832,7.759,49.53,1493.3,13.935,1.6225,1.532,5.9484,95.42,3.62,7.2169,8.438,11,1.2237,33.4,35.2
1.5382,0.7758,1.8278,0.6589,2.3213,1.2246,6.8249,7.7523,49.94,157.9,13.462,1.675,1.512,5.7811,96.69,3.627,6.958,8.45,19.88,1.1968,33.4,35.25
1.5413,0.7675,1.8285,0.6515,2.312,1.2214,6.822,7.755,49.87,151.4,13.275,9.75,1.517,5.7183,95.53,3.619,6.929,7.861,19.9,1.1863,33.34,35.16
1.5456,0.7795,1.828,0.6571,2.36,1.2338,6.8282,7.756,49.18,1477.3,13.22,9.9,1.598,5.899,95.46,3.62,7.56,8.75,19.97,1.264,33.25,35.23
1.5277,0.7878,1.8182,0.6516,2.374,1.236,6.8254,7.751,49.55,1468,13.39,1.1,1.582,5.8671,95.46,3.621,7.21,8.1199,19.95,1.2165,33.29,35.45
1.5511,0.7915,1.8674,0.6739,2.3625,1.237,6.8842,7.751,49.94,1439.4,13.57,1.275,1.531,5.8955,93.71,3.627,7.855,8.2834,19.95,1.276,33.33,35.71
1.5521,0.7859,1.881,0.6689,2.378,1.2422,6.8786,7.7514,5.5,1463.5,13.4653,1.378,1.5289,5.8525,93.64,3.637,7.191,8.1561,11,1.262,33.41,35.49
1.5427,0.7893,1.8741,0.6765,2.3955,1.2573,6.8746,7.7522,49.92,1467.8,13.55,1.15,1.5275,5.8795,93.25,3.638,7.938,8.1945,11.2,1.2142,33.52,35.52
1.5321,0.7788,1.858,0.6761,2.479,1.254,6.8817,7.7516,49.82,1479,13.51,1.193,1.5228,5.81,92.78,3.638,7.742,8.1949,11,1.1971,33.52,35.6
1.5765,0.793,1.955,0.6847,2.6187,1.2971,6.8812,7.7513,49.6,1475.6,13.82,1.4745,1.524,5.8895,92.18,3.6345,7.2848,8.4858,11.13,1.2238,33.55,35.72
1.551,0.7727,1.8352,0.6743,2.4625,1.257,6.877,7.754,49.44,1445,13.465,1.3,1.529,5.7549,92.77,3.635,7.518,8.52,11.25,1.236,33.47,35.44
1.5152,0.773,1.843,0.6768,2.4835,1.262,6.873,7.751,49.28,1439,13.555,1.12,1.536,5.7548,92.44,3.615,7.615,8.1599,11.25,1.262,33.48,35.4
1.5117,0.7678,1.8258,0.6743,2.433,1.2553,6.864,7.75,48.7,1393,13.4665,1.14,1.497,5.7171,92.94,3.6135,7.128,8.149,11.55,1.1949,33.45,35.37
1.4751,0.7522,1.7995,0.6688,2.295,1.2181,6.8513,7.7499,48.19,1354.5,13.91,9.9225,1.4855,5.61,91.96,3.565,6.8937,7.9622,111.2,1.1872,33.26,35.1
1.5198,0.7491,1.8355,0.6723,2.399,1.2453,6.842,7.7497,48.2,1369,13.53,1.215,1.488,5.5799,91.26,3.58,6.9255,8.778,111.2,1.1796,33.26,34.98
1.4896,0.7319,1.7999,0.6545,2.3585,1.235,6.848,7.75,47.62,136.9,13.355,1.115,1.4756,5.4525,9.68,3.56,6.894,8.32,111.2,1.159,33.19,34.83
1.476,0.7241,1.7693,0.6527,2.367,1.2238,6.8448,7.755,47.81,1347.4,13.223,1.253,1.4685,5.3955,89.98,3.555,6.9767,8.933,111.8,1.146,33.2,34.76
1.4353,0.6965,1.6972,0.647,2.369,1.258,6.835,7.75,47.5,1324,13.17,9.84,1.4415,5.189,87.84,3.528,6.6216,7.6754,111.65,1.852,33.58,34.53
1.4316,0.6994,1.6846,0.6621,2.356,1.1962,6.8341,7.752,46.74,1285,13.18,9.525,1.4333,5.294,89.81,3.46,6.7846,7.68,111.8,1.775,32.45,34.4
1.4693,0.727,1.7367,0.6732,2.3785,1.2273,6.844,7.751,47.5,1287.9,13.1225,9.7335,1.459,5.3717,89.48,3.468,7.84,7.8465,111.9,1.115,32.45,34.43
1.4637,0.7167,1.7416,0.6754,2.45,1.2188,6.851,7.758,47.71,138,13.183,9.75,1.4477,5.3423,9.7,3.48,7.936,7.8612,111.9,1.949,32.94,34.52
1.4697,0.716,1.764,0.6775,2.3752,1.216,6.848,7.7497,48.66,1331,13.221,9.6384,1.4492,5.3353,9.57,3.468,7.1168,7.9736,112.65,1.856,33.1,34.6
1.465,0.7161,1.746,0.6815,2.375,1.2125,6.8355,7.753,47.76,134.3,13.33,9.735,1.4455,5.3364,9.68,3.477,7.1513,8.357,112.75,1.788,33.3,34.44
1.4676,0.7111,1.7361,0.683,2.3727,1.227,6.849,7.752,48.42,1298.9,13.365,9.71,1.4494,5.2975,9.65,3.478,7.1438,8.72,112.8,1.7,32.99,34.95
1.4388,0.726,1.7167,0.6854,2.3975,1.2162,6.8447,7.75,48.25,1262,13.5225,9.46,1.437,5.2335,9.2,3.478,7.47,7.7354,113.62,1.414,32.99,34.97
1.448,0.71,1.7331,0.6947,2.3291,1.2215,6.8295,7.7498,48.5,1257.4,13.76,9.35,1.4372,5.2895,9.37,3.477,7.3,7.7875,113.3,1.567,32.76,34.71
1.432,0.7184,1.7197,0.684,2.313,1.224,6.8225,7.7499,48.58,1262,13.832,9.3,1.4377,5.3497,9.79,3.45,6.9756,7.877,112.9,1.673,32.76,34.72
1.4118,0.7171,1.794,0.6887,2.323,1.211,6.8225,7.754,48.25,1318.3,13.7815,9.31,1.4513,5.34,91.12,3.465,6.8773,7.7836,113.95,1.685,32.82,34.78
1.3994,0.7366,1.77,0.6848,2.264,1.192,6.83,7.7525,48.5,1313.5,13.5225,9.29,1.473,5.4845,93.2,3.495,6.9639,7.9217,113.55,1.177,33,34.98
1.3914,0.7438,1.6821,0.6767,2.1895,1.1822,6.836,7.7534,48.5,137,13.33,9.3425,1.475,5.5426,94.2,3.57,6.9918,7.8715,113.6,1.1212,33.1,34.98
1.3866,0.729,1.665,0.6556,2.229,1.185,6.833,7.7511,48.56,1292.3,13.3955,9.4575,1.477,5.4311,92.7,3.498,6.851,7.7658,113.73,1.941,33.3,34.82
1.4142,0.7292,1.6866,0.6583,2.265,1.189,6.8342,7.7551,48.45,1328.25,13.495,9.647,1.478,5.4343,91.15,3.538,6.977,7.844,113.73,1.925,33.1,34.8
1.4158,0.741,1.6855,0.6562,2.2888,1.192,6.835,7.7572,48.26,1347.5,13.78,9.785,1.4843,5.524,9.25,3.539,6.9949,7.9293,113.7,1.196,33.14,34.82
1.4676,0.7492,1.728,0.6744,2.3194,1.275,6.8362,7.7546,48.78,1349,13.7725,1.1,1.488,5.5826,88.92,3.57,7.17,8.622,113.75,1.1139,33.25,34.9
1.4981,0.7577,1.816,0.6883,2.2945,1.2255,6.8341,7.7546,48.89,1353,13.836,1.5,1.4872,5.6461,89.65,3.576,7.141,8.2419,113.7,1.1212,33.23,34.87
1.56,0.7591,1.842,0.6841,2.3537,1.2373,6.8347,7.7571,48.75,1353,14.85,1.15,1.4925,5.6551,89.28,3.57,7.287,8.3951,113.7,1.1179,33.2,34.87
1.5249,0.7637,1.885,0.6848,2.3698,1.2623,6.8363,7.7618,48.87,1391.5,14.16,1.126,1.4972,5.6891,89.59,3.592,7.1847,8.3587,113.8,1.1232,33.36,34.83
1.515,0.7551,1.8467,0.6786,2.338,1.254,6.8369,7.7597,48.62,1351.5,13.925,1.45,1.492,5.6275,9.29,3.575,6.9514,8.21,113.8,1.1177,33.34,34.81
1.5211,0.7724,1.8965,0.7131,2.3617,1.264,6.843,7.7583,49.1,1351.5,13.9155,1.169,1.578,5.7545,9.19,3.68,7.1228,8.3929,113.82,1.1432,33.63,34.95
1.5396,0.777,1.9175,0.7284,2.3525,1.2749,6.8392,7.7597,49,1368,13.9275,1.168,1.562,5.795,87.8,3.614,6.984,8.3394,113.8,1.1473,33.58,34.89
1.5281,0.7719,1.8993,0.7225,2.3515,1.2624,6.837,7.7587,49.7,1374,13.9675,1.1155,1.4972,5.7527,88.64,3.67,6.968,8.2329,113.72,1.1538,33.53,34.84
1.5333,0.7783,1.8975,0.7322,2.3467,1.2478,6.8392,7.7566,49,139.8,14.7,1.27,1.554,5.87,88.72,3.623,6.9955,8.2494,113.9,1.1629,33.68,34.86
1.5129,0.762,1.8847,0.7163,2.3123,1.22,6.8392,7.7567,48.5,139.8,13.948,1.121,1.4993,5.6651,89.25,3.623,6.718,7.9832,113.8,1.1437,33.68,34.87
1.5147,0.7599,1.8925,0.768,2.3183,1.2292,6.8392,7.7598,48.85,139,14.185,9.975,1.572,5.6645,88.99,3.623,6.7894,8.84,113.8,1.1388,33.68,34.86
1.4928,0.7551,1.879,0.6985,2.289,1.296,6.8392,7.7581,48.81,1369,14.122,9.925,1.4988,5.6238,88.87,3.585,6.6827,7.954,113.82,1.1442,33.68,34.87
1.5267,0.7699,1.9376,0.712,2.2871,1.2187,6.8392,7.7564,48.49,1369,14.221,9.972,1.568,5.7369,89.77,3.597,6.838,8.124,113.88,1.157,33.66,34.88
1.5674,0.781,1.967,0.6938,2.313,1.2365,6.8392,7.7544,48.83,138,14.333,1.2,1.516,5.8216,89.83,3.65,6.9158,8.3647,113.82,1.1612,33.7,34.94
1.5823,0.788,1.9897,0.728,2.3262,1.248,6.847,7.7544,48.84,139,14.496,1.175,1.5145,5.8197,89.86,3.613,7.415,8.3831,113.9,1.164,33.7,34.95
1.5442,0.7686,1.9558,0.6947,2.3151,1.2334,6.8399,7.753,48.37,1394.5,14.5825,1.956,1.582,5.7267,89.9,3.617,6.921,8.2575,113.88,1.1419,33.72,34.93
1.5387,0.7778,1.9543,0.691,2.291,1.2268,6.8335,7.7536,48.68,1378.4,14.465,9.98,1.556,5.7951,89.53,3.624,6.9149,8.2768,113.88,1.1579,33.66,34.9
1.5293,0.7789,1.9399,0.6834,2.2966,1.237,6.8355,7.7528,48.72,1384.2,14.318,9.865,1.54,5.828,91.1,3.6121,6.8297,8.2685,113.85,1.1654,33.66,34.95
1.4892,0.7768,1.8868,0.6768,2.262,1.2388,6.8338,7.7541,48.61,1368.7,14.1777,9.6526,1.4952,5.786,91.95,3.598,6.7927,8.1745,113.97,1.1694,33.61,34.98
1.4633,0.7655,1.8376,0.6695,2.2375,1.219,6.8392,7.752,48.52,1374,14.134,9.61,1.4921,5.745,91.47,3.5985,6.6179,7.995,113.97,1.1566,33.71,34.99
1.5177,0.7712,1.8918,0.6847,2.2663,1.2332,6.8241,7.7515,48.68,1388,14.3775,9.75,1.54,5.7461,9.65,3.5865,6.763,8.1988,113.88,1.1535,33.95,34.97
1.527,0.7756,1.911,0.696,2.2649,1.2418,6.8332,7.7511,48.78,139,14.5423,9.8775,1.55,5.779,9.66,3.62,6.7646,8.3834,113.9,1.1599,33.97,35.5
1.5368,0.7799,1.922,0.719,2.294,1.2478,6.8345,7.7519,48.7,1394,14.588,1.751,1.5118,5.8115,9.55,3.6185,6.879,8.43,113.92,1.1634,34.2,35.14
1.5163,0.7765,1.899,0.6934,2.2765,1.2435,6.8392,7.7528,48.58,143.5,14.465,9.9345,1.577,5.7859,91.84,3.62,6.775,8.35,113.95,1.1581,34.3,35.12
1.5659,0.7955,1.9569,0.73,2.3192,1.266,6.8355,7.7545,49.6,1454.8,14.625,1.25,1.5283,5.9277,92.17,3.638,7.329,8.8196,114.15,1.1744,34.58,35.26
1.5662,0.797,1.9581,0.725,2.3572,1.2592,6.8378,7.7551,49.84,1459,14.653,1.185,1.5316,5.9371,93.81,3.657,7.319,8.7568,114,1.1813,34.63,35.36
1.554,0.789,1.952,0.699,2.3554,1.259,6.8348,7.7546,49.73,148.7,14.5886,1.675,1.5264,5.876,94.9,3.658,6.8926,8.727,114.1,1.1742,34.58,35.54
1.5579,0.788,1.978,0.6977,2.3898,1.2543,6.8367,7.7543,49.71,1519.5,14.836,1.17,1.5356,5.8731,93.87,3.674,6.8542,8.818,114.1,1.1681,34.8,35.69
1.5489,0.7845,1.96,0.6871,2.388,1.258,6.8355,7.7526,49.46,1495.5,14.86,1.4,1.529,5.845,94.63,3.653,6.827,8.762,114.1,1.1633,34.61,35.61
1.5555,0.7848,1.9612,0.6941,2.383,1.2468,6.8368,7.7532,49.75,1516,14.835,9.99,1.5275,5.8455,96.6,3.663,6.8533,8.922,114.37,1.167,34.73,35.65
1.5442,0.7855,1.9543,0.71,2.388,1.2558,6.8369,7.7533,49.95,1515.7,14.926,9.941,1.5294,5.854,97.33,3.667,6.871,8.9177,114.8,1.1646,34.74,35.75
1.53,0.7835,1.9558,0.6973,2.358,1.2455,6.8361,7.7541,5.32,1512.8,14.9728,9.88,1.5367,5.8349,98.55,3.668,6.99,8.923,115.1,1.1647,34.84,35.92
1.5579,0.7898,1.9881,0.75,2.375,1.271,6.8395,7.7551,5.88,1532.8,15.88,1.35,1.5461,5.8832,97.74,3.75,7.474,9.24,114.13,1.1672,35,36.11
1.587,0.7949,2.3,0.7148,2.4365,1.2891,6.8438,7.7573,51.8,157.1,15.46,1.5,1.5565,5.9229,97.17,3.726,7.1486,9.1955,114.23,1.1723,35.21,36.25
1.5654,0.7969,2.194,0.7126,2.442,1.2937,6.8413,7.7585,51.96,1551.2,15.341,1.525,1.5526,5.9369,98.16,3.77,7.2778,9.273,114.17,1.1755,35.8,36.5
1.5387,0.7932,1.9763,0.771,2.3738,1.2768,6.8432,7.7593,51.53,155.95,15.175,1.36,1.5452,5.982,99.34,3.711,7.479,9.759,114.17,1.1762,35.5,36.5
1.565,0.7959,1.994,0.78,2.386,1.2875,6.846,7.7574,51.6,1567.1,15.3153,1.6425,1.5532,5.935,98.32,3.725,7.921,9.2863,114.15,1.1727,34.93,36.13
1.565,0.789,1.9837,0.787,2.3735,1.2865,6.8395,7.7549,51.68,1549.6,15.254,1.41,1.545,5.8787,97.88,3.715,7.612,9.212,114.2,1.1525,34.66,36.4
1.5845,0.7914,2.296,0.7269,2.3698,1.2995,6.8398,7.756,51.91,1541,15.3815,1.59,1.5489,5.8943,98.87,3.715,7.635,9.11,114.5,1.1634,34.81,36.13
1.5449,0.7842,1.9877,0.7225,2.3472,1.2796,6.841,7.7554,51.35,151,15.2872,1.288,1.5346,5.8419,98.39,3.69,6.9795,8.8852,113.9,1.154,34.58,35.94
1.5392,0.7828,1.9747,0.7257,2.3357,1.288,6.8399,7.7557,5.98,1466,15.1683,1.145,1.5315,5.831,97.74,3.694,6.938,8.796,114.2,1.1585,34.46,35.91
1.5449,0.7813,1.9455,0.7241,2.3265,1.299,6.8383,7.7533,51.69,1494.75,14.9222,9.96,1.5355,5.8219,97.86,3.69,6.965,8.747,114.5,1.1893,34.48,35.97
1.527,0.7757,1.969,0.7157,2.3125,1.2752,6.838,7.7527,51.54,1481.2,14.585,9.9975,1.5429,5.7834,98.4,3.74,6.8437,8.6372,113.9,1.188,34.49,35.9
1.5126,0.7694,1.8797,0.797,2.2635,1.2723,6.8381,7.7515,51.31,1435,14.11,9.86,1.531,5.7353,98.17,3.661,6.7682,8.4445,114.15,1.1819,34.4,35.79
1.5172,0.779,1.8925,0.7134,2.2792,1.2717,6.8369,7.7519,51.42,1415.75,14.24,9.9825,1.5325,5.7457,98.85,3.6725,6.7717,8.539,114.15,1.1826,34.21,35.81
1.5177,0.7628,1.8921,0.7156,2.333,1.2715,6.8347,7.7523,51.22,149,14.135,9.93,1.5271,5.6834,98.8,3.68,6.7332,8.3778,114.13,1.1667,34.18,35.82
1.4436,0.7283,1.7832,0.6857,2.2516,1.2336,6.824,7.7511,5.21,1388.5,14.6,9.6475,1.56,5.4273,93.85,3.65,6.313,7.9558,114.7,1.1184,33.9,35.34
1.451,0.7371,1.7841,0.6928,2.25,1.237,6.8277,7.7499,5.51,1396.5,14.14,9.6,1.5138,5.4918,96.18,3.64,6.3795,8.1644,113.88,1.1243,33.75,35.26
1.4298,0.737,1.7562,0.6898,2.279,1.2322,6.8335,7.752,5.38,1382.9,14.2725,9.462,1.596,5.492,97.3,3.641,6.3271,8.47,113.93,1.129,33.77,35.33
1.4251,0.7394,1.7596,0.6789,2.2548,1.2263,6.8294,7.7497,5.4,1378.9,14.33,9.451,1.5112,5.575,97.86,3.623,6.3512,8.927,114.3,1.1285,33.77,35.39
1.4267,0.7386,1.7581,0.6856,2.2383,1.2245,6.834,7.7497,5.5,1362.2,14.221,9.4325,1.586,5.52,97.7,3.626,6.593,8.7,114.3,1.1239,33.82,35.42
1.4241,0.7375,1.7256,0.6898,2.2371,1.2327,6.832,7.7497,5.4,1334.8,14.231,9.371,1.587,5.4925,98.47,3.622,6.57,8.113,114.1,1.1272,33.75,35.33
1.4397,0.7515,1.754,0.6981,2.2761,1.2392,6.831,7.75,5.46,135.9,14.315,9.56,1.5138,5.5971,97.99,3.6125,6.647,8.1513,115.5,1.1435,33.76,35.35
1.4732,0.767,1.7797,0.768,2.3251,1.2582,6.836,7.7497,51.12,1391.9,14.382,9.7485,1.5226,5.6659,97.44,3.65,6.8243,8.3327,115.1,1.1532,33.76,35.56
1.444,0.7541,1.7569,0.6993,2.37,1.266,6.8329,7.75,5.87,1372.3,14.21,9.517,1.526,5.6153,99.15,3.643,6.7437,8.2522,115.7,1.1395,33.87,35.44
1.447,0.7563,1.7746,0.6943,2.286,1.264,6.8339,7.751,5.48,1378.25,13.8882,9.375,1.5215,5.6322,98.93,3.645,6.7311,8.2182,115.88,1.1465,33.82,35.47
1.3949,0.7431,1.7188,0.683,2.24,1.238,6.834,7.75,5.22,1329.5,13.83,9.1,1.498,5.5342,99.48,3.595,6.5398,8.222,115.9,1.1349,33.5,35.26
1.479,0.7437,1.7241,0.6756,2.224,1.2335,6.8343,7.75,49.91,1335.5,13.631,9.41,1.565,5.5386,99.94,3.5775,6.5469,7.9945,115.93,1.1321,33.16,35.23
1.483,0.7483,1.733,0.6797,2.2274,1.2427,6.8343,7.7499,5.1,134.5,13.65,9.11,1.566,5.574,1.65,3.555,6.5893,8.541,115.72,1.1388,33.1,35.27
1.3966,0.7529,1.7247,0.6782,2.2255,1.2339,6.8361,7.751,5,1317.5,13.575,9.1621,1.512,5.69,1.71,3.59,6.672,8.169,115.7,1.1443,33.6,35.39
1.465,0.7526,1.728,0.686,2.195,1.2353,6.835,7.755,5.28,1349.5,13.3625,9.115,1.5172,5.665,99.95,3.628,6.6627,8.2267,115.7,1.1459,33.88,35.4
1.3951,0.765,1.7218,0.6839,2.1774,1.2273,6.834,7.753,49.82,1316,13.1725,9.75,1.5158,5.665,1.43,3.64,6.6734,8.3114,115.7,1.1583,33.74,35.44
1.391,0.769,1.7156,0.6833,2.17,1.2273,6.8333,7.753,49.78,1328,13.1275,9.34,1.5182,5.6679,1.3,3.6135,6.6775,8.271,115.7,1.1575,33.78,35.39
1.3721,0.7488,1.6989,0.6743,2.1745,1.221,6.8347,7.755,49.77,1328.9,13.88,9.2,1.5148,5.5783,1.12,3.627,6.5787,8.1683,115.7,1.1356,33.68,35.66
1.3725,0.7532,1.774,0.678,2.1778,1.293,6.832,7.751,49.62,1319.5,13.835,9.475,1.4967,5.696,99.8,3.585,6.64,8.1536,115.7,1.1387,33.61,35.4
1.3835,0.7586,1.7364,0.6671,2.1955,1.24,6.8321,7.751,49.55,1333,13.1685,9.1522,1.525,5.658,99.37,3.65,6.7311,8.39,115.65,1.1453,33.78,35.4
1.3887,0.7577,1.7516,0.677,2.1756,1.262,6.8316,7.751,49.63,1331,13.47,8.935,1.4967,5.6424,99.29,3.597,6.6698,8.38,115.7,1.1471,33.8,35.33
1.3881,0.7675,1.7624,0.6767,2.1856,1.2146,6.8325,7.751,49.8,1327,13.135,8.9615,1.4998,5.7164,99.21,3.614,6.6945,8.4525,115.85,1.1674,32.99,35.45
1.4245,0.775,1.7989,0.6881,2.2322,1.2338,6.8331,7.751,49.78,133,13.3285,9.82,1.587,5.773,98.29,3.63,6.838,8.6763,117,1.1713,33.82,35.54
1.494,0.775,1.7768,0.688,2.239,1.2373,6.8254,7.755,5.45,1349,13.122,8.958,1.546,5.7386,98.6,3.642,6.777,8.5214,119.5,1.1654,33.85,35.53
1.467,0.7685,1.7889,0.6898,2.245,1.2361,6.8296,7.75,5.2,1345.5,13.1288,8.876,1.549,5.7245,98.14,3.643,6.7118,8.4171,119.8,1.1634,33.85,35.56
1.475,0.7664,1.7924,0.6833,2.2185,1.2291,6.8265,7.75,49.88,1343,13.327,8.993,1.515,5.787,97.88,3.62,6.6456,8.3676,119.85,1.1581,33.81,35.47
1.385,0.7532,1.7476,0.684,2.196,1.295,6.825,7.7495,49.69,1338.2,13.2445,8.815,1.4873,5.616,97.8,3.583,6.554,8.83,12.1,1.1368,33.69,35.34
1.3972,0.7613,1.7562,0.6813,2.1963,1.216,6.827,7.75,5.15,1338.4,13.772,8.745,1.4933,5.676,96.57,3.595,6.6989,8.1212,12.22,1.1472,33.72,35.42
1.4198,0.7656,1.7889,0.6846,2.26,1.2238,6.8266,7.758,5.47,1351.8,13.885,8.718,1.4975,5.721,96.49,3.625,6.724,8.268,119.9,1.1517,33.79,35.39
